,contract,direction,order,symbol
559,"Stock(symbol='PCG', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=567, clientId=10, permId=666916210, action='BUY', account='DU2280941')",PCG
560,"Stock(symbol='PDD', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=568, clientId=10, action='BUY', account='DU2280941')",PDD
561,"Stock(symbol='PE', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=569, clientId=10, permId=666916211, action='BUY', account='DU2280941')",PE
562,"Stock(symbol='PEAK', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=570, clientId=10, permId=666916213, action='BUY', account='DU2280941')",PEAK
563,"Stock(symbol='PEG', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=571, clientId=10, permId=666916217, action='BUY', account='DU2280941')",PEG
564,"Stock(symbol='PEGA', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=572, clientId=10, action='BUY', account='DU2280941')",PEGA
565,"Stock(symbol='PEN', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=573, clientId=10, permId=666916218, action='BUY', account='DU2280941')",PEN
566,"Stock(symbol='PFE', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=574, clientId=10, permId=666916219, action='SELL', account='DU2280941')",PFE
567,"Stock(symbol='PFG', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=575, clientId=10, action='BUY', account='DU2280941')",PFG
568,"Stock(symbol='PFPT', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=576, clientId=10, action='BUY', account='DU2280941')",PFPT
569,"Stock(symbol='PGR', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=577, clientId=10, permId=666916220, action='SELL', account='DU2280941')",PGR
570,"Stock(symbol='PH', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=578, clientId=10, permId=666916221, action='BUY', account='DU2280941')",PH
571,"Stock(symbol='PHM', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=579, clientId=10, permId=666916222, action='BUY', account='DU2280941')",PHM
572,"Stock(symbol='PINS', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=580, clientId=10, permId=666916223, action='SELL', account='DU2280941')",PINS
573,"Stock(symbol='PKI', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=581, clientId=10, permId=666916224, action='SELL', account='DU2280941')",PKI
574,"Stock(symbol='PKX', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=582, clientId=10, permId=666916225, action='SELL', account='DU2280941')",PKX
575,"Stock(symbol='PLAN', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=583, clientId=10, permId=666916226, action='BUY', account='DU2280941')",PLAN
576,"Stock(symbol='PLD', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=584, clientId=10, permId=666916227, action='BUY', account='DU2280941')",PLD
577,"Stock(symbol='PLNT', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=585, clientId=10, permId=666916228, action='BUY', account='DU2280941')",PLNT
578,"Stock(symbol='PM', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=586, clientId=10, permId=666916229, action='BUY', account='DU2280941')",PM
579,"Stock(symbol='PNC', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=587, clientId=10, permId=666916230, action='BUY', account='DU2280941')",PNC
580,"Stock(symbol='PNW', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=588, clientId=10, permId=666916231, action='SELL', account='DU2280941')",PNW
581,"Stock(symbol='PODD', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=589, clientId=10, action='SELL', account='DU2280941')",PODD
582,"Stock(symbol='POOL', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=590, clientId=10, action='BUY', account='DU2280941')",POOL
583,"Stock(symbol='POST', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=591, clientId=10, permId=666916232, action='BUY', account='DU2280941')",POST
584,"Stock(symbol='PPC', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=592, clientId=10, action='BUY', account='DU2280941')",PPC
585,"Stock(symbol='PPG', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=593, clientId=10, permId=666916233, action='BUY', account='DU2280941')",PPG
586,"Stock(symbol='PRAH', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=594, clientId=10, action='BUY', account='DU2280941')",PRAH
587,"Stock(symbol='PRGO', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=595, clientId=10, permId=666916234, action='BUY', account='DU2280941')",PRGO
588,"Stock(symbol='PRU', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=596, clientId=10, permId=666916235, action='BUY', account='DU2280941')",PRU
589,"Stock(symbol='PSA', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=597, clientId=10, permId=666916236, action='BUY', account='DU2280941')",PSA
590,"Stock(symbol='PSX', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=598, clientId=10, action='SELL', account='DU2280941')",PSX
591,"Stock(symbol='PSXP', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=599, clientId=10, action='SELL', account='DU2280941')",PSXP
592,"Stock(symbol='PTC', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=600, clientId=10, action='BUY', account='DU2280941')",PTC
593,"Stock(symbol='PTON', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=601, clientId=10, action='BUY', account='DU2280941')",PTON
594,"Stock(symbol='PTR', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=602, clientId=10, action='BUY', account='DU2280941')",PTR
595,"Stock(symbol='PUK', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=603, clientId=10, action='SELL', account='DU2280941')",PUK
596,"Stock(symbol='PVH', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=604, clientId=10, action='BUY', account='DU2280941')",PVH
597,"Stock(symbol='PXD', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=605, clientId=10, action='SELL', account='DU2280941')",PXD
598,"Stock(symbol='QCOM', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=606, clientId=10, action='SELL', account='DU2280941')",QCOM
599,"Stock(symbol='QGEN', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=607, clientId=10, action='BUY', account='DU2280941')",QGEN
600,"Stock(symbol='QRVO', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=608, clientId=10, action='BUY', account='DU2280941')",QRVO
601,"Stock(symbol='QSR', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=609, clientId=10, action='BUY', account='DU2280941')",QSR
602,"Stock(symbol='RACE', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=610, clientId=10, action='BUY', account='DU2280941')",RACE
603,"Stock(symbol='RBS', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=611, clientId=10, action='BUY', account='DU2280941')",RBS
604,"Stock(symbol='RCL', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=612, clientId=10, action='BUY', account='DU2280941')",RCL
605,"Stock(symbol='RDY', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=613, clientId=10, action='SELL', account='DU2280941')",RDY
606,"Stock(symbol='RE', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=614, clientId=10, action='BUY', account='DU2280941')",RE
607,"Stock(symbol='REG', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=615, clientId=10, action='BUY', account='DU2280941')",REG
608,"Stock(symbol='RELX', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=616, clientId=10, action='BUY', account='DU2280941')",RELX
609,"Stock(symbol='RETA', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=617, clientId=10, action='BUY', account='DU2280941')",RETA
610,"Stock(symbol='RF', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=618, clientId=10, action='SELL', account='DU2280941')",RF
611,"Stock(symbol='RGA', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=619, clientId=10, action='BUY', account='DU2280941')",RGA
612,"Stock(symbol='RGLD', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=620, clientId=10, action='BUY', account='DU2280941')",RGLD
613,"Stock(symbol='RHI', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=621, clientId=10, action='BUY', account='DU2280941')",RHI
614,"Stock(symbol='RIO', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=622, clientId=10, action='BUY', account='DU2280941')",RIO
615,"Stock(symbol='RJF', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=623, clientId=10, action='BUY', account='DU2280941')",RJF
616,"Stock(symbol='RL', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=624, clientId=10, action='BUY', account='DU2280941')",RL
617,"Stock(symbol='RMD', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=625, clientId=10, action='SELL', account='DU2280941')",RMD
618,"Stock(symbol='RNG', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=626, clientId=10, action='SELL', account='DU2280941')",RNG
619,"Stock(symbol='RNR', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=627, clientId=10, action='BUY', account='DU2280941')",RNR
620,"Stock(symbol='ROK', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=628, clientId=10, action='BUY', account='DU2280941')",ROK
621,"Stock(symbol='ROKU', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=629, clientId=10, action='SELL', account='DU2280941')",ROKU
622,"Stock(symbol='ROL', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=630, clientId=10, action='BUY', account='DU2280941')",ROL
623,"Stock(symbol='ROST', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=631, clientId=10, action='BUY', account='DU2280941')",ROST
624,"Stock(symbol='RPM', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=632, clientId=10, action='BUY', account='DU2280941')",RPM
625,"Stock(symbol='RSG', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=633, clientId=10, action='BUY', account='DU2280941')",RSG
626,"Stock(symbol='RY', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=634, clientId=10, action='SELL', account='DU2280941')",RY
627,"Stock(symbol='SAN', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=635, clientId=10, action='BUY', account='DU2280941')",SAN
628,"Stock(symbol='SBAC', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=636, clientId=10, action='BUY', account='DU2280941')",SBAC
629,"Stock(symbol='SBNY', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=637, clientId=10, action='BUY', account='DU2280941')",SBNY
630,"Stock(symbol='SBS', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=638, clientId=10, action='SELL', account='DU2280941')",SBS
631,"Stock(symbol='SBUX', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=639, clientId=10, action='SELL', account='DU2280941')",SBUX
632,"Stock(symbol='SC', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=640, clientId=10, action='BUY', account='DU2280941')",SC
633,"Stock(symbol='SCCO', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=641, clientId=10, action='BUY', account='DU2280941')",SCCO
634,"Stock(symbol='SCHW', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=642, clientId=10, action='BUY', account='DU2280941')",SCHW
635,"Stock(symbol='SCI', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=643, clientId=10, action='BUY', account='DU2280941')",SCI
636,"Stock(symbol='SE', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=644, clientId=10, action='SELL', account='DU2280941')",SE
637,"Stock(symbol='SEIC', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=645, clientId=10, action='SELL', account='DU2280941')",SEIC
638,"Stock(symbol='SHOP', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=646, clientId=10, action='BUY', account='DU2280941')",SHOP
639,"Stock(symbol='SIRI', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=647, clientId=10, action='BUY', account='DU2280941')",SIRI
640,"Stock(symbol='SJM', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=648, clientId=10, action='BUY', account='DU2280941')",SJM
641,"Stock(symbol='SKM', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=649, clientId=10, action='SELL', account='DU2280941')",SKM
642,"Stock(symbol='SLB', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=650, clientId=10, action='SELL', account='DU2280941')",SLB
643,"Stock(symbol='SLF', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=651, clientId=10, action='BUY', account='DU2280941')",SLF
644,"Stock(symbol='SLG', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=652, clientId=10, action='SELL', account='DU2280941')",SLG
645,"Stock(symbol='SLMBP', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=653, clientId=10, action='SELL', account='DU2280941')",SLMBP
646,"Stock(symbol='SMFG', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=654, clientId=10, action='BUY', account='DU2280941')",SMFG
647,"Stock(symbol='SMG', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=655, clientId=10, action='SELL', account='DU2280941')",SMG
648,"Stock(symbol='SNA', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=656, clientId=10, action='SELL', account='DU2280941')",SNA
649,"Stock(symbol='SNAP', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=657, clientId=10, action='SELL', account='DU2280941')",SNAP
650,"Stock(symbol='SNN', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=658, clientId=10, action='BUY', account='DU2280941')",SNN
651,"Stock(symbol='SNP', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=659, clientId=10, action='BUY', account='DU2280941')",SNP
652,"Stock(symbol='SNPS', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=660, clientId=10, action='BUY', account='DU2280941')",SNPS
653,"Stock(symbol='SNX', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=661, clientId=10, action='BUY', account='DU2280941')",SNX
654,"Stock(symbol='SNY', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=662, clientId=10, action='BUY', account='DU2280941')",SNY
655,"Stock(symbol='SO', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=663, clientId=10, action='BUY', account='DU2280941')",SO
656,"Stock(symbol='SPG', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=664, clientId=10, action='SELL', account='DU2280941')",SPG
657,"Stock(symbol='SPLK', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=665, clientId=10, action='BUY', account='DU2280941')",SPLK
658,"Stock(symbol='SPOT', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=666, clientId=10, action='SELL', account='DU2280941')",SPOT
659,"Stock(symbol='SPR', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=667, clientId=10, action='BUY', account='DU2280941')",SPR
660,"Stock(symbol='SQ', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=668, clientId=10, action='BUY', account='DU2280941')",SQ
661,"Stock(symbol='SQM', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=669, clientId=10, action='BUY', account='DU2280941')",SQM
662,"Stock(symbol='SRE', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=670, clientId=10, action='BUY', account='DU2280941')",SRE
663,"Stock(symbol='SRPT', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=671, clientId=10, action='SELL', account='DU2280941')",SRPT
664,"Stock(symbol='SSL', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=672, clientId=10, action='BUY', account='DU2280941')",SSL
665,"Stock(symbol='ST', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=673, clientId=10, action='BUY', account='DU2280941')",ST
666,"Stock(symbol='STNE', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=674, clientId=10, action='SELL', account='DU2280941')",STNE
667,"Stock(symbol='STOR', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=675, clientId=10, action='SELL', account='DU2280941')",STOR
668,"Stock(symbol='STT', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=676, clientId=10, action='BUY', account='DU2280941')",STT
669,"Stock(symbol='STWD', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=677, clientId=10, action='BUY', account='DU2280941')",STWD
670,"Stock(symbol='STX', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=678, clientId=10, action='SELL', account='DU2280941')",STX
671,"Stock(symbol='STZ', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=679, clientId=10, action='SELL', account='DU2280941')",STZ
672,"Stock(symbol='SU', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=680, clientId=10, action='BUY', account='DU2280941')",SU
673,"Stock(symbol='SUI', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=681, clientId=10, action='SELL', account='DU2280941')",SUI
674,"Stock(symbol='SUZ', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=682, clientId=10, action='SELL', account='DU2280941')",SUZ
675,"Stock(symbol='SWK', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=683, clientId=10, action='BUY', account='DU2280941')",SWK
676,"Stock(symbol='SWKS', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=684, clientId=10, action='BUY', account='DU2280941')",SWKS
677,"Stock(symbol='SYNH', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=685, clientId=10, action='SELL', account='DU2280941')",SYNH
678,"Stock(symbol='TAL', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=686, clientId=10, action='BUY', account='DU2280941')",TAL
679,"Stock(symbol='TAP', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=687, clientId=10, action='BUY', account='DU2280941')",TAP
680,"Stock(symbol='TCF', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=688, clientId=10, action='BUY', account='DU2280941')",TCF
681,"Stock(symbol='TCOM', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=689, clientId=10, action='BUY', account='DU2280941')",TCOM
682,"Stock(symbol='TD', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=690, clientId=10, action='BUY', account='DU2280941')",TD
683,"Stock(symbol='TDOC', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=691, clientId=10, action='BUY', account='DU2280941')",TDOC
684,"Stock(symbol='TDY', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=692, clientId=10, action='SELL', account='DU2280941')",TDY
685,"Stock(symbol='TEAM', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=693, clientId=10, action='BUY', account='DU2280941')",TEAM
686,"Stock(symbol='TECH', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=694, clientId=10, action='BUY', account='DU2280941')",TECH
687,"Stock(symbol='TECK', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=695, clientId=10, action='BUY', account='DU2280941')",TECK
688,"Stock(symbol='TEF', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=696, clientId=10, action='BUY', account='DU2280941')",TEF
689,"Stock(symbol='TEL', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=697, clientId=10, action='BUY', account='DU2280941')",TEL
690,"Stock(symbol='TEVA', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=698, clientId=10, action='BUY', account='DU2280941')",TEVA
691,"Stock(symbol='TFC', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=699, clientId=10, action='BUY', account='DU2280941')",TFC
692,"Stock(symbol='TGT', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=700, clientId=10, action='BUY', account='DU2280941')",TGT
693,"Stock(symbol='TIF', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=701, clientId=10, action='BUY', account='DU2280941')",TIF
694,"Stock(symbol='TLK', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=702, clientId=10, action='SELL', account='DU2280941')",TLK
695,"Stock(symbol='TME', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=703, clientId=10, action='SELL', account='DU2280941')",TME
696,"Stock(symbol='TMO', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=704, clientId=10, action='SELL', account='DU2280941')",TMO
697,"Stock(symbol='TOL', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=705, clientId=10, action='BUY', account='DU2280941')",TOL
698,"Stock(symbol='TPR', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=706, clientId=10, action='BUY', account='DU2280941')",TPR
699,"Stock(symbol='TRGP', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=707, clientId=10, action='BUY', account='DU2280941')",TRGP
700,"Stock(symbol='TRMB', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=708, clientId=10, action='BUY', account='DU2280941')",TRMB
701,"Stock(symbol='TROW', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=709, clientId=10, action='BUY', account='DU2280941')",TROW
702,"Stock(symbol='TRU', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=710, clientId=10, action='BUY', account='DU2280941')",TRU
703,"Stock(symbol='TRV', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=711, clientId=10, action='BUY', account='DU2280941')",TRV
704,"Stock(symbol='TS', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=712, clientId=10, action='BUY', account='DU2280941')",TS
705,"Stock(symbol='TSCO', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=713, clientId=10, action='SELL', account='DU2280941')",TSCO
706,"Stock(symbol='TSLA', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=714, clientId=10, action='BUY', account='DU2280941')",TSLA
707,"Stock(symbol='TSN', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=715, clientId=10, action='BUY', account='DU2280941')",TSN
708,"Stock(symbol='TSU', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=716, clientId=10, action='BUY', account='DU2280941')",TSU
709,"Stock(symbol='TTC', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=717, clientId=10, action='BUY', account='DU2280941')",TTC
710,"Stock(symbol='TTD', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=718, clientId=10, action='BUY', account='DU2280941')",TTD
711,"Stock(symbol='TTM', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=719, clientId=10, action='BUY', account='DU2280941')",TTM
712,"Stock(symbol='TTWO', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=720, clientId=10, action='BUY', account='DU2280941')",TTWO
713,"Stock(symbol='TV', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=721, clientId=10, action='BUY', account='DU2280941')",TV
714,"Stock(symbol='TW', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=722, clientId=10, action='SELL', account='DU2280941')",TW
715,"Stock(symbol='TWLO', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=723, clientId=10, action='BUY', account='DU2280941')",TWLO
716,"Stock(symbol='TWTR', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=724, clientId=10, action='SELL', account='DU2280941')",TWTR
717,"Stock(symbol='TXG', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=725, clientId=10, action='BUY', account='DU2280941')",TXG
718,"Stock(symbol='TXN', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=726, clientId=10, action='SELL', account='DU2280941')",TXN
719,"Stock(symbol='TXT', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=727, clientId=10, action='BUY', account='DU2280941')",TXT
