,contract,direction,order,symbol
541,"Stock(symbol='NOW', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=549, clientId=10, permId=1534984774, action='BUY', account='DU2280941')",NOW
542,"Stock(symbol='NRG', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=550, clientId=10, permId=1534984775, action='BUY', account='DU2280941')",NRG
543,"Stock(symbol='NRZ', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=551, clientId=10, permId=1534984776, action='BUY', account='DU2280941')",NRZ
544,"Stock(symbol='NSC', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=552, clientId=10, permId=1534984777, action='SELL', account='DU2280941')",NSC
545,"Stock(symbol='NTAP', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=553, clientId=10, action='SELL', account='DU2280941')",NTAP
546,"Stock(symbol='NTCO', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=554, clientId=10, permId=1534984779, action='SELL', account='DU2280941')",NTCO
547,"Stock(symbol='NTR', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=555, clientId=10, permId=1534984780, action='BUY', account='DU2280941')",NTR
548,"Stock(symbol='NTRS', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=556, clientId=10, action='SELL', account='DU2280941')",NTRS
549,"Stock(symbol='NUAN', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=557, clientId=10, action='SELL', account='DU2280941')",NUAN
550,"Stock(symbol='NUE', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=558, clientId=10, permId=1534984781, action='BUY', account='DU2280941')",NUE
551,"Stock(symbol='NVCR', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=559, clientId=10, action='BUY', account='DU2280941')",NVCR
552,"Stock(symbol='NVDA', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=560, clientId=10, action='BUY', account='DU2280941')",NVDA
553,"Stock(symbol='NWL', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=561, clientId=10, action='SELL', account='DU2280941')",NWL
554,"Stock(symbol='NWSA', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=562, clientId=10, action='BUY', account='DU2280941')",NWSA
555,"Stock(symbol='NXPI', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=563, clientId=10, action='SELL', account='DU2280941')",NXPI
556,"Stock(symbol='O', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=564, clientId=10, permId=1534984782, action='SELL', account='DU2280941')",O
557,"Stock(symbol='OC', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=565, clientId=10, permId=1534984783, action='BUY', account='DU2280941')",OC
558,"Stock(symbol='ODFL', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=566, clientId=10, action='SELL', account='DU2280941')",ODFL
559,"Stock(symbol='OGE', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=567, clientId=10, permId=1534984784, action='BUY', account='DU2280941')",OGE
560,"Stock(symbol='OHI', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=568, clientId=10, permId=1534984785, action='SELL', account='DU2280941')",OHI
561,"Stock(symbol='OKE', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=569, clientId=10, permId=1534984786, action='BUY', account='DU2280941')",OKE
562,"Stock(symbol='OKTA', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=570, clientId=10, action='BUY', account='DU2280941')",OKTA
563,"Stock(symbol='OLED', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=571, clientId=10, action='BUY', account='DU2280941')",OLED
564,"Stock(symbol='OMC', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=572, clientId=10, permId=1534984787, action='SELL', account='DU2280941')",OMC
565,"Stock(symbol='OMF', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=573, clientId=10, permId=1534984788, action='BUY', account='DU2280941')",OMF
566,"Stock(symbol='ON', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=574, clientId=10, action='BUY', account='DU2280941')",ON
567,"Stock(symbol='ORAN', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=575, clientId=10, permId=1534984789, action='BUY', account='DU2280941')",ORAN
568,"Stock(symbol='ORCL', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=576, clientId=10, permId=1534984790, action='BUY', account='DU2280941')",ORCL
569,"Stock(symbol='ORI', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=577, clientId=10, permId=1534984792, action='BUY', account='DU2280941')",ORI
570,"Stock(symbol='ORLY', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=578, clientId=10, action='SELL', account='DU2280941')",ORLY
571,"Stock(symbol='OXY', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=579, clientId=10, permId=1534984793, action='BUY', account='DU2280941')",OXY
572,"Stock(symbol='PAA', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=580, clientId=10, permId=1534984795, action='BUY', account='DU2280941')",PAA
573,"Stock(symbol='PAGS', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=581, clientId=10, permId=1534984796, action='BUY', account='DU2280941')",PAGS
574,"Stock(symbol='PANW', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=582, clientId=10, permId=1534984797, action='SELL', account='DU2280941')",PANW
575,"Stock(symbol='PAYC', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=583, clientId=10, permId=1534984798, action='BUY', account='DU2280941')",PAYC
576,"Stock(symbol='PAYX', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=584, clientId=10, action='SELL', account='DU2280941')",PAYX
577,"Stock(symbol='PB', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=585, clientId=10, permId=1534984799, action='SELL', account='DU2280941')",PB
578,"Stock(symbol='PBA', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=586, clientId=10, permId=1534984800, action='BUY', account='DU2280941')",PBA
579,"Stock(symbol='PBCT', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=587, clientId=10, action='SELL', account='DU2280941')",PBCT
580,"Stock(symbol='PBR', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=588, clientId=10, permId=1534984801, action='BUY', account='DU2280941')",PBR
581,"Stock(symbol='PCAR', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=589, clientId=10, action='BUY', account='DU2280941')",PCAR
582,"Stock(symbol='PCG', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=590, clientId=10, permId=1534984802, action='SELL', account='DU2280941')",PCG
583,"Stock(symbol='PCTY', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=591, clientId=10, action='BUY', account='DU2280941')",PCTY
584,"Stock(symbol='PDD', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=592, clientId=10, action='SELL', account='DU2280941')",PDD
585,"Stock(symbol='PE', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=593, clientId=10, permId=1534984804, action='BUY', account='DU2280941')",PE
586,"Stock(symbol='PEAK', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=594, clientId=10, permId=1534984805, action='BUY', account='DU2280941')",PEAK
587,"Stock(symbol='PEG', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=595, clientId=10, permId=1534984806, action='BUY', account='DU2280941')",PEG
588,"Stock(symbol='PEGA', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=596, clientId=10, action='SELL', account='DU2280941')",PEGA
589,"Stock(symbol='PEP', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=597, clientId=10, action='BUY', account='DU2280941')",PEP
590,"Stock(symbol='PFE', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=598, clientId=10, permId=1534984808, action='BUY', account='DU2280941')",PFE
591,"Stock(symbol='PFG', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=599, clientId=10, action='BUY', account='DU2280941')",PFG
592,"Stock(symbol='PFPT', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=600, clientId=10, action='BUY', account='DU2280941')",PFPT
593,"Stock(symbol='PH', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=601, clientId=10, permId=1534984813, action='BUY', account='DU2280941')",PH
594,"Stock(symbol='PHG', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=602, clientId=10, permId=1534984814, action='BUY', account='DU2280941')",PHG
595,"Stock(symbol='PHM', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=603, clientId=10, permId=1534984815, action='BUY', account='DU2280941')",PHM
596,"Stock(symbol='PINS', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=604, clientId=10, permId=1534984816, action='SELL', account='DU2280941')",PINS
597,"Stock(symbol='PKG', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=605, clientId=10, permId=1534984817, action='SELL', account='DU2280941')",PKG
598,"Stock(symbol='PKI', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=606, clientId=10, permId=1534984818, action='BUY', account='DU2280941')",PKI
599,"Stock(symbol='PKX', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=607, clientId=10, permId=1534984822, action='BUY', account='DU2280941')",PKX
600,"Stock(symbol='PLAN', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=608, clientId=10, permId=1534984823, action='BUY', account='DU2280941')",PLAN
601,"Stock(symbol='PLNT', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=609, clientId=10, permId=1534984824, action='BUY', account='DU2280941')",PLNT
602,"Stock(symbol='PM', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=610, clientId=10, permId=1534984825, action='BUY', account='DU2280941')",PM
603,"Stock(symbol='PNC', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=611, clientId=10, permId=1534984826, action='BUY', account='DU2280941')",PNC
604,"Stock(symbol='PNR', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=612, clientId=10, permId=1534984828, action='BUY', account='DU2280941')",PNR
605,"Stock(symbol='PNW', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=613, clientId=10, permId=1534984830, action='SELL', account='DU2280941')",PNW
606,"Stock(symbol='PODD', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=614, clientId=10, action='BUY', account='DU2280941')",PODD
607,"Stock(symbol='POOL', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=615, clientId=10, action='BUY', account='DU2280941')",POOL
608,"Stock(symbol='POST', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=616, clientId=10, permId=1534984831, action='BUY', account='DU2280941')",POST
609,"Stock(symbol='PPC', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=617, clientId=10, action='BUY', account='DU2280941')",PPC
610,"Stock(symbol='PPG', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=618, clientId=10, permId=1534984832, action='SELL', account='DU2280941')",PPG
611,"Stock(symbol='PPL', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=619, clientId=10, permId=1534984833, action='SELL', account='DU2280941')",PPL
612,"Stock(symbol='PRAH', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=620, clientId=10, action='BUY', account='DU2280941')",PRAH
613,"Stock(symbol='PRGO', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=621, clientId=10, permId=1534984834, action='BUY', account='DU2280941')",PRGO
614,"Stock(symbol='PRU', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=622, clientId=10, permId=1534984835, action='BUY', account='DU2280941')",PRU
615,"Stock(symbol='PSA', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=623, clientId=10, permId=1534984837, action='SELL', account='DU2280941')",PSA
616,"Stock(symbol='PSX', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=624, clientId=10, permId=1534984838, action='BUY', account='DU2280941')",PSX
617,"Stock(symbol='PSXP', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=625, clientId=10, permId=1534984843, action='BUY', account='DU2280941')",PSXP
618,"Stock(symbol='PTC', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=626, clientId=10, action='BUY', account='DU2280941')",PTC
619,"Stock(symbol='PTON', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=627, clientId=10, action='BUY', account='DU2280941')",PTON
620,"Stock(symbol='PTR', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=628, clientId=10, permId=1534984845, action='BUY', account='DU2280941')",PTR
621,"Stock(symbol='PUK', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=629, clientId=10, permId=1534984847, action='BUY', account='DU2280941')",PUK
622,"Stock(symbol='PVH', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=630, clientId=10, permId=1534984848, action='BUY', account='DU2280941')",PVH
623,"Stock(symbol='PXD', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=631, clientId=10, permId=1534984850, action='BUY', account='DU2280941')",PXD
624,"Stock(symbol='PYPL', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=632, clientId=10, action='SELL', account='DU2280941')",PYPL
625,"Stock(symbol='QCOM', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=633, clientId=10, action='BUY', account='DU2280941')",QCOM
626,"Stock(symbol='QGEN', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=634, clientId=10, permId=1534984851, action='BUY', account='DU2280941')",QGEN
627,"Stock(symbol='QRVO', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=635, clientId=10, action='SELL', account='DU2280941')",QRVO
628,"Stock(symbol='QSR', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=636, clientId=10, permId=1534984853, action='SELL', account='DU2280941')",QSR
629,"Stock(symbol='RACE', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=637, clientId=10, permId=1534984855, action='BUY', account='DU2280941')",RACE
630,"Stock(symbol='RBS', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=638, clientId=10, permId=1534984856, action='BUY', account='DU2280941')",RBS
631,"Stock(symbol='RCI', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=639, clientId=10, permId=1534984857, action='BUY', account='DU2280941')",RCI
632,"Stock(symbol='RCL', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=640, clientId=10, permId=1534984858, action='BUY', account='DU2280941')",RCL
633,"Stock(symbol='RDY', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=641, clientId=10, permId=1534984860, action='BUY', account='DU2280941')",RDY
634,"Stock(symbol='REG', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=642, clientId=10, action='BUY', account='DU2280941')",REG
635,"Stock(symbol='REGN', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=643, clientId=10, action='SELL', account='DU2280941')",REGN
636,"Stock(symbol='RELX', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=644, clientId=10, permId=1534984861, action='BUY', account='DU2280941')",RELX
637,"Stock(symbol='RETA', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=645, clientId=10, action='BUY', account='DU2280941')",RETA
638,"Stock(symbol='RF', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=646, clientId=10, permId=1534984862, action='SELL', account='DU2280941')",RF
639,"Stock(symbol='RGA', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=647, clientId=10, permId=1534984863, action='SELL', account='DU2280941')",RGA
640,"Stock(symbol='RGLD', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=648, clientId=10, action='BUY', account='DU2280941')",RGLD
641,"Stock(symbol='RHI', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=649, clientId=10, permId=1534984864, action='BUY', account='DU2280941')",RHI
642,"Stock(symbol='RIO', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=650, clientId=10, permId=1534984866, action='BUY', account='DU2280941')",RIO
643,"Stock(symbol='RJF', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=651, clientId=10, permId=1534984867, action='SELL', account='DU2280941')",RJF
644,"Stock(symbol='RL', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=652, clientId=10, permId=1534984870, action='BUY', account='DU2280941')",RL
645,"Stock(symbol='RNG', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=653, clientId=10, permId=1534984872, action='BUY', account='DU2280941')",RNG
646,"Stock(symbol='RNR', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=654, clientId=10, permId=1534984873, action='BUY', account='DU2280941')",RNR
647,"Stock(symbol='ROKU', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=655, clientId=10, action='SELL', account='DU2280941')",ROKU
648,"Stock(symbol='ROL', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=656, clientId=10, permId=1534984874, action='BUY', account='DU2280941')",ROL
649,"Stock(symbol='ROP', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=657, clientId=10, permId=1534984875, action='SELL', account='DU2280941')",ROP
650,"Stock(symbol='ROST', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=658, clientId=10, action='SELL', account='DU2280941')",ROST
651,"Stock(symbol='RPM', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=659, clientId=10, permId=1534984876, action='SELL', account='DU2280941')",RPM
652,"Stock(symbol='RSG', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=660, clientId=10, permId=1534984878, action='SELL', account='DU2280941')",RSG
653,"Stock(symbol='RY', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=661, clientId=10, permId=1534984879, action='BUY', account='DU2280941')",RY
654,"Stock(symbol='RYAAY', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=662, clientId=10, action='BUY', account='DU2280941')",RYAAY
655,"Stock(symbol='SAN', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=663, clientId=10, permId=1534984880, action='BUY', account='DU2280941')",SAN
656,"Stock(symbol='SBAC', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=664, clientId=10, action='SELL', account='DU2280941')",SBAC
657,"Stock(symbol='SBNY', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=665, clientId=10, action='BUY', account='DU2280941')",SBNY
658,"Stock(symbol='SBS', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=666, clientId=10, permId=1534984881, action='BUY', account='DU2280941')",SBS
659,"Stock(symbol='SBUX', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=667, clientId=10, action='BUY', account='DU2280941')",SBUX
660,"Stock(symbol='SC', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=668, clientId=10, permId=1534984884, action='BUY', account='DU2280941')",SC
661,"Stock(symbol='SCHW', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=669, clientId=10, permId=1534984885, action='SELL', account='DU2280941')",SCHW
662,"Stock(symbol='SCI', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=670, clientId=10, permId=1534984886, action='BUY', account='DU2280941')",SCI
663,"Stock(symbol='SE', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=671, clientId=10, permId=1534984888, action='BUY', account='DU2280941')",SE
664,"Stock(symbol='SGEN', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=672, clientId=10, action='SELL', account='DU2280941')",SGEN
665,"Stock(symbol='SHG', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=673, clientId=10, permId=1534984890, action='BUY', account='DU2280941')",SHG
666,"Stock(symbol='SHOP', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=674, clientId=10, permId=1534984892, action='SELL', account='DU2280941')",SHOP
667,"Stock(symbol='SIRI', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=675, clientId=10, action='BUY', account='DU2280941')",SIRI
668,"Stock(symbol='SJM', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=676, clientId=10, permId=1534984893, action='BUY', account='DU2280941')",SJM
669,"Stock(symbol='SJR', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=677, clientId=10, permId=1534984894, action='BUY', account='DU2280941')",SJR
670,"Stock(symbol='SKM', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=678, clientId=10, permId=1534984896, action='BUY', account='DU2280941')",SKM
671,"Stock(symbol='SLB', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=679, clientId=10, permId=1534984897, action='BUY', account='DU2280941')",SLB
672,"Stock(symbol='SLF', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=680, clientId=10, permId=1534984898, action='BUY', account='DU2280941')",SLF
673,"Stock(symbol='SLG', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=681, clientId=10, permId=1534984899, action='BUY', account='DU2280941')",SLG
674,"Stock(symbol='SLMBP', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=682, clientId=10, action='BUY', account='DU2280941')",SLMBP
675,"Stock(symbol='SMFG', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=683, clientId=10, permId=1534984900, action='BUY', account='DU2280941')",SMFG
676,"Stock(symbol='SMG', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=684, clientId=10, permId=1534984902, action='BUY', account='DU2280941')",SMG
677,"Stock(symbol='SNA', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=685, clientId=10, permId=1534984906, action='BUY', account='DU2280941')",SNA
678,"Stock(symbol='SNAP', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=686, clientId=10, permId=1534984910, action='SELL', account='DU2280941')",SNAP
679,"Stock(symbol='SNE', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=687, clientId=10, permId=1534984911, action='BUY', account='DU2280941')",SNE
680,"Stock(symbol='SNN', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=688, clientId=10, permId=1534984912, action='BUY', account='DU2280941')",SNN
681,"Stock(symbol='SNP', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=689, clientId=10, permId=1534984913, action='BUY', account='DU2280941')",SNP
682,"Stock(symbol='SNPS', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=690, clientId=10, action='SELL', account='DU2280941')",SNPS
683,"Stock(symbol='SNX', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=691, clientId=10, action='BUY', account='DU2280941')",SNX
684,"Stock(symbol='SNY', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=692, clientId=10, action='BUY', account='DU2280941')",SNY
685,"Stock(symbol='SO', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=693, clientId=10, action='BUY', account='DU2280941')",SO
686,"Stock(symbol='SPG', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=694, clientId=10, action='BUY', account='DU2280941')",SPG
687,"Stock(symbol='SPLK', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=695, clientId=10, action='BUY', account='DU2280941')",SPLK
688,"Stock(symbol='SPOT', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=696, clientId=10, action='SELL', account='DU2280941')",SPOT
689,"Stock(symbol='SPR', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=697, clientId=10, action='BUY', account='DU2280941')",SPR
690,"Stock(symbol='SQ', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=698, clientId=10, action='SELL', account='DU2280941')",SQ
691,"Stock(symbol='SQM', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=699, clientId=10, action='BUY', account='DU2280941')",SQM
692,"Stock(symbol='SRE', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=700, clientId=10, action='SELL', account='DU2280941')",SRE
693,"Stock(symbol='SRPT', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=701, clientId=10, action='BUY', account='DU2280941')",SRPT
