,contract,direction,order,symbol
694,"Stock(symbol='SSL', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=702, clientId=10, action='BUY', account='DU2280941')",SSL
695,"Stock(symbol='SSNC', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=703, clientId=10, action='BUY', account='DU2280941')",SSNC
696,"Stock(symbol='ST', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=704, clientId=10, action='BUY', account='DU2280941')",ST
697,"Stock(symbol='STM', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=705, clientId=10, action='BUY', account='DU2280941')",STM
698,"Stock(symbol='STNE', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=706, clientId=10, action='BUY', account='DU2280941')",STNE
699,"Stock(symbol='STOR', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=707, clientId=10, action='SELL', account='DU2280941')",STOR
700,"Stock(symbol='STT', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=708, clientId=10, action='SELL', account='DU2280941')",STT
701,"Stock(symbol='STWD', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=709, clientId=10, action='SELL', account='DU2280941')",STWD
702,"Stock(symbol='STX', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=710, clientId=10, action='SELL', account='DU2280941')",STX
703,"Stock(symbol='STZ', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=711, clientId=10, action='SELL', account='DU2280941')",STZ
704,"Stock(symbol='SU', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=712, clientId=10, action='BUY', account='DU2280941')",SU
705,"Stock(symbol='SUI', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=713, clientId=10, action='SELL', account='DU2280941')",SUI
706,"Stock(symbol='SUZ', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=714, clientId=10, action='BUY', account='DU2280941')",SUZ
707,"Stock(symbol='SWK', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=715, clientId=10, action='BUY', account='DU2280941')",SWK
708,"Stock(symbol='SWKS', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=716, clientId=10, action='BUY', account='DU2280941')",SWKS
709,"Stock(symbol='SYF', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=717, clientId=10, action='SELL', account='DU2280941')",SYF
710,"Stock(symbol='SYK', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=718, clientId=10, action='BUY', account='DU2280941')",SYK
711,"Stock(symbol='SYNH', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=719, clientId=10, action='SELL', account='DU2280941')",SYNH
712,"Stock(symbol='SYY', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=720, clientId=10, action='SELL', account='DU2280941')",SYY
713,"Stock(symbol='T', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=721, clientId=10, action='SELL', account='DU2280941')",T
714,"Stock(symbol='TAK', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=722, clientId=10, action='BUY', account='DU2280941')",TAK
715,"Stock(symbol='TAP', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=723, clientId=10, action='BUY', account='DU2280941')",TAP
716,"Stock(symbol='TCF', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=724, clientId=10, action='SELL', account='DU2280941')",TCF
717,"Stock(symbol='TCOM', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=725, clientId=10, action='BUY', account='DU2280941')",TCOM
718,"Stock(symbol='TD', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=726, clientId=10, action='BUY', account='DU2280941')",TD
719,"Stock(symbol='TDG', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=727, clientId=10, action='SELL', account='DU2280941')",TDG
720,"Stock(symbol='TDOC', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=728, clientId=10, action='SELL', account='DU2280941')",TDOC
721,"Stock(symbol='TDY', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=729, clientId=10, action='SELL', account='DU2280941')",TDY
722,"Stock(symbol='TEAM', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=730, clientId=10, action='BUY', account='DU2280941')",TEAM
723,"Stock(symbol='TECH', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=731, clientId=10, action='SELL', account='DU2280941')",TECH
724,"Stock(symbol='TECK', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=732, clientId=10, action='SELL', account='DU2280941')",TECK
725,"Stock(symbol='TEF', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=733, clientId=10, action='BUY', account='DU2280941')",TEF
726,"Stock(symbol='TEL', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=734, clientId=10, action='BUY', account='DU2280941')",TEL
727,"Stock(symbol='TER', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=735, clientId=10, action='SELL', account='DU2280941')",TER
728,"Stock(symbol='TEVA', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=736, clientId=10, action='SELL', account='DU2280941')",TEVA
729,"Stock(symbol='TFC', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=737, clientId=10, action='BUY', account='DU2280941')",TFC
730,"Stock(symbol='TFX', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=738, clientId=10, action='SELL', account='DU2280941')",TFX
731,"Stock(symbol='TGT', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=739, clientId=10, action='SELL', account='DU2280941')",TGT
732,"Stock(symbol='TIF', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=740, clientId=10, action='BUY', account='DU2280941')",TIF
733,"Stock(symbol='TJX', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=741, clientId=10, action='BUY', account='DU2280941')",TJX
734,"Stock(symbol='TLK', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=742, clientId=10, action='BUY', account='DU2280941')",TLK
735,"Stock(symbol='TME', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=743, clientId=10, action='SELL', account='DU2280941')",TME
736,"Stock(symbol='TMO', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=744, clientId=10, action='BUY', account='DU2280941')",TMO
737,"Stock(symbol='TMUS', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=745, clientId=10, action='BUY', account='DU2280941')",TMUS
738,"Stock(symbol='TOL', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=746, clientId=10, action='BUY', account='DU2280941')",TOL
739,"Stock(symbol='TOT', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=747, clientId=10, action='BUY', account='DU2280941')",TOT
740,"Stock(symbol='TPR', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=748, clientId=10, action='BUY', account='DU2280941')",TPR
741,"Stock(symbol='TRGP', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=749, clientId=10, action='BUY', account='DU2280941')",TRGP
742,"Stock(symbol='TRI', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=750, clientId=10, action='BUY', account='DU2280941')",TRI
743,"Stock(symbol='TRMB', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=751, clientId=10, action='BUY', account='DU2280941')",TRMB
744,"Stock(symbol='TROW', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=752, clientId=10, action='SELL', account='DU2280941')",TROW
745,"Stock(symbol='TRP', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=753, clientId=10, action='BUY', account='DU2280941')",TRP
746,"Stock(symbol='TRU', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=754, clientId=10, action='BUY', account='DU2280941')",TRU
747,"Stock(symbol='TRV', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=755, clientId=10, action='BUY', account='DU2280941')",TRV
748,"Stock(symbol='TS', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=756, clientId=10, action='BUY', account='DU2280941')",TS
749,"Stock(symbol='TSCO', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=757, clientId=10, action='BUY', account='DU2280941')",TSCO
750,"Stock(symbol='TSLA', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=758, clientId=10, action='BUY', account='DU2280941')",TSLA
751,"Stock(symbol='TSM', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=759, clientId=10, action='BUY', account='DU2280941')",TSM
752,"Stock(symbol='TSN', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=760, clientId=10, action='SELL', account='DU2280941')",TSN
753,"Stock(symbol='TSU', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=761, clientId=10, action='BUY', account='DU2280941')",TSU
754,"Stock(symbol='TTC', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=762, clientId=10, action='BUY', account='DU2280941')",TTC
755,"Stock(symbol='TTD', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=763, clientId=10, action='BUY', account='DU2280941')",TTD
756,"Stock(symbol='TTM', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=764, clientId=10, action='SELL', account='DU2280941')",TTM
757,"Stock(symbol='TTWO', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=765, clientId=10, action='BUY', account='DU2280941')",TTWO
758,"Stock(symbol='TU', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=766, clientId=10, action='SELL', account='DU2280941')",TU
759,"Stock(symbol='TV', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=767, clientId=10, action='SELL', account='DU2280941')",TV
760,"Stock(symbol='TW', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=768, clientId=10, action='BUY', account='DU2280941')",TW
761,"Stock(symbol='TWLO', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=769, clientId=10, action='SELL', account='DU2280941')",TWLO
762,"Stock(symbol='TWTR', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=770, clientId=10, action='SELL', account='DU2280941')",TWTR
763,"Stock(symbol='TXG', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=771, clientId=10, action='BUY', account='DU2280941')",TXG
764,"Stock(symbol='TXN', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=772, clientId=10, action='BUY', account='DU2280941')",TXN
765,"Stock(symbol='TXT', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=773, clientId=10, action='BUY', account='DU2280941')",TXT
766,"Stock(symbol='TYL', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=774, clientId=10, action='SELL', account='DU2280941')",TYL
767,"Stock(symbol='UAA', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=775, clientId=10, action='BUY', account='DU2280941')",UAA
768,"Stock(symbol='UAL', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=776, clientId=10, action='SELL', account='DU2280941')",UAL
769,"Stock(symbol='UBER', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=777, clientId=10, action='BUY', account='DU2280941')",UBER
770,"Stock(symbol='UBS', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=778, clientId=10, action='BUY', account='DU2280941')",UBS
771,"Stock(symbol='UDR', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=779, clientId=10, action='SELL', account='DU2280941')",UDR
772,"Stock(symbol='UGI', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=780, clientId=10, action='BUY', account='DU2280941')",UGI
773,"Stock(symbol='UHAL', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=781, clientId=10, action='BUY', account='DU2280941')",UHAL
774,"Stock(symbol='UHS', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=782, clientId=10, action='BUY', account='DU2280941')",UHS
775,"Stock(symbol='UI', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=783, clientId=10, action='BUY', account='DU2280941')",UI
776,"Stock(symbol='UL', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=784, clientId=10, action='BUY', account='DU2280941')",UL
777,"Stock(symbol='ULTA', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=785, clientId=10, action='SELL', account='DU2280941')",ULTA
778,"Stock(symbol='UMC', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=786, clientId=10, action='BUY', account='DU2280941')",UMC
779,"Stock(symbol='UN', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=787, clientId=10, action='BUY', account='DU2280941')",UN
780,"Stock(symbol='UNH', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=788, clientId=10, action='BUY', account='DU2280941')",UNH
781,"Stock(symbol='UNP', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=789, clientId=10, action='BUY', account='DU2280941')",UNP
782,"Stock(symbol='URI', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=790, clientId=10, action='BUY', account='DU2280941')",URI
783,"Stock(symbol='USB', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=791, clientId=10, action='SELL', account='DU2280941')",USB
784,"Stock(symbol='USFD', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=792, clientId=10, action='BUY', account='DU2280941')",USFD
785,"Stock(symbol='VALE', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=793, clientId=10, action='SELL', account='DU2280941')",VALE
786,"Stock(symbol='VAR', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=794, clientId=10, action='BUY', account='DU2280941')",VAR
787,"Stock(symbol='VEDL', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=795, clientId=10, action='BUY', account='DU2280941')",VEDL
788,"Stock(symbol='VER', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=796, clientId=10, action='SELL', account='DU2280941')",VER
789,"Stock(symbol='VFC', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=797, clientId=10, action='SELL', account='DU2280941')",VFC
790,"Stock(symbol='VIAC', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=798, clientId=10, action='SELL', account='DU2280941')",VIAC
791,"Stock(symbol='VICI', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=799, clientId=10, action='BUY', account='DU2280941')",VICI
792,"Stock(symbol='VIPS', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=800, clientId=10, action='BUY', account='DU2280941')",VIPS
793,"Stock(symbol='VIV', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=801, clientId=10, action='BUY', account='DU2280941')",VIV
794,"Stock(symbol='VLO', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=802, clientId=10, action='SELL', account='DU2280941')",VLO
795,"Stock(symbol='VMC', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=803, clientId=10, action='BUY', account='DU2280941')",VMC
796,"Stock(symbol='VMW', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=804, clientId=10, action='SELL', account='DU2280941')",VMW
797,"Stock(symbol='VNO', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=805, clientId=10, action='SELL', account='DU2280941')",VNO
798,"Stock(symbol='VOD', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=806, clientId=10, action='BUY', account='DU2280941')",VOD
799,"Stock(symbol='VOYA', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=807, clientId=10, action='BUY', account='DU2280941')",VOYA
800,"Stock(symbol='VRSK', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=808, clientId=10, action='SELL', account='DU2280941')",VRSK
801,"Stock(symbol='VRSN', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=809, clientId=10, action='SELL', account='DU2280941')",VRSN
802,"Stock(symbol='VRTX', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=810, clientId=10, action='SELL', account='DU2280941')",VRTX
803,"Stock(symbol='VST', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=811, clientId=10, action='SELL', account='DU2280941')",VST
804,"Stock(symbol='VTR', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=812, clientId=10, action='SELL', account='DU2280941')",VTR
805,"Stock(symbol='W', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=813, clientId=10, action='BUY', account='DU2280941')",W
806,"Stock(symbol='WAB', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=814, clientId=10, action='BUY', account='DU2280941')",WAB
807,"Stock(symbol='WAT', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=815, clientId=10, action='SELL', account='DU2280941')",WAT
808,"Stock(symbol='WB', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=816, clientId=10, action='BUY', account='DU2280941')",WB
809,"Stock(symbol='WBA', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=817, clientId=10, action='SELL', account='DU2280941')",WBA
810,"Stock(symbol='WBK', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=818, clientId=10, action='BUY', account='DU2280941')",WBK
811,"Stock(symbol='WCN', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=819, clientId=10, action='BUY', account='DU2280941')",WCN
812,"Stock(symbol='WDAY', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=820, clientId=10, action='SELL', account='DU2280941')",WDAY
813,"Stock(symbol='WDC', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=821, clientId=10, action='BUY', account='DU2280941')",WDC
814,"Stock(symbol='WEC', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=822, clientId=10, action='BUY', account='DU2280941')",WEC
815,"Stock(symbol='WELL', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=823, clientId=10, action='SELL', account='DU2280941')",WELL
816,"Stock(symbol='WES', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=824, clientId=10, action='BUY', account='DU2280941')",WES
817,"Stock(symbol='WEX', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=825, clientId=10, action='SELL', account='DU2280941')",WEX
818,"Stock(symbol='WF', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=826, clientId=10, action='BUY', account='DU2280941')",WF
819,"Stock(symbol='WFC', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=827, clientId=10, action='BUY', account='DU2280941')",WFC
820,"Stock(symbol='WHR', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=828, clientId=10, action='SELL', account='DU2280941')",WHR
821,"Stock(symbol='WIT', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=829, clientId=10, action='BUY', account='DU2280941')",WIT
822,"Stock(symbol='WIX', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=830, clientId=10, action='SELL', account='DU2280941')",WIX
823,"Stock(symbol='WLK', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=831, clientId=10, action='BUY', account='DU2280941')",WLK
824,"Stock(symbol='WLTW', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=832, clientId=10, action='SELL', account='DU2280941')",WLTW
825,"Stock(symbol='WM', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=833, clientId=10, action='BUY', account='DU2280941')",WM
826,"Stock(symbol='WMB', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=834, clientId=10, action='SELL', account='DU2280941')",WMB
827,"Stock(symbol='WORK', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=835, clientId=10, action='BUY', account='DU2280941')",WORK
828,"Stock(symbol='WPC', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=836, clientId=10, action='SELL', account='DU2280941')",WPC
829,"Stock(symbol='WPM', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=837, clientId=10, action='SELL', account='DU2280941')",WPM
830,"Stock(symbol='WPP', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=838, clientId=10, action='BUY', account='DU2280941')",WPP
831,"Stock(symbol='WRB', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=839, clientId=10, action='BUY', account='DU2280941')",WRB
832,"Stock(symbol='WRK', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=840, clientId=10, action='SELL', account='DU2280941')",WRK
833,"Stock(symbol='WSO', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=841, clientId=10, action='SELL', account='DU2280941')",WSO
834,"Stock(symbol='WST', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=842, clientId=10, action='BUY', account='DU2280941')",WST
835,"Stock(symbol='WTRU', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=843, clientId=10, action='BUY', account='DU2280941')",WTRU
836,"Stock(symbol='WU', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=844, clientId=10, action='BUY', account='DU2280941')",WU
837,"Stock(symbol='WUBA', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=845, clientId=10, action='SELL', account='DU2280941')",WUBA
838,"Stock(symbol='WWD', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=846, clientId=10, action='BUY', account='DU2280941')",WWD
839,"Stock(symbol='WY', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=847, clientId=10, action='SELL', account='DU2280941')",WY
840,"Stock(symbol='WYNN', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=848, clientId=10, action='BUY', account='DU2280941')",WYNN
841,"Stock(symbol='XLNX', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=849, clientId=10, action='SELL', account='DU2280941')",XLNX
842,"Stock(symbol='XOM', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=850, clientId=10, action='BUY', account='DU2280941')",XOM
843,"Stock(symbol='XP', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=851, clientId=10, action='BUY', account='DU2280941')",XP
844,"Stock(symbol='XPO', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=852, clientId=10, action='BUY', account='DU2280941')",XPO
845,"Stock(symbol='XRAY', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=853, clientId=10, action='BUY', account='DU2280941')",XRAY
846,"Stock(symbol='XRX', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=854, clientId=10, action='BUY', account='DU2280941')",XRX
847,"Stock(symbol='XYL', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=855, clientId=10, action='SELL', account='DU2280941')",XYL
848,"Stock(symbol='YNDX', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=856, clientId=10, action='BUY', account='DU2280941')",YNDX
849,"Stock(symbol='YUM', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=857, clientId=10, action='SELL', account='DU2280941')",YUM
850,"Stock(symbol='YUMC', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=858, clientId=10, action='BUY', account='DU2280941')",YUMC
851,"Stock(symbol='Z', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=859, clientId=10, action='BUY', account='DU2280941')",Z
852,"Stock(symbol='ZBH', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=860, clientId=10, action='BUY', account='DU2280941')",ZBH
853,"Stock(symbol='ZBRA', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=861, clientId=10, action='SELL', account='DU2280941')",ZBRA
854,"Stock(symbol='ZEN', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=862, clientId=10, action='SELL', account='DU2280941')",ZEN
855,"Stock(symbol='ZG', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=863, clientId=10, action='BUY', account='DU2280941')",ZG
856,"Stock(symbol='ZION', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=864, clientId=10, action='SELL', account='DU2280941')",ZION
